8.49283e-01	5.09563e-01	6.27965e-01	7.84929e-01	9.25459e-01	2.85763e-01	8.96096e+01	-3.91990e+02	5.09563e-01	
5.21025e-01	8.12776e-01	3.80384e-01	6.33498e-01	8.75829e-01	8.69211e-01	7.13276e+01	-1.73008e+03	8.12776e-01	
6.63726e-01	9.86174e-01	5.19081e-01	8.53401e-02	1.43931e-01	9.51132e-01	9.77391e+01	-2.07856e+02	9.86174e-01	
1.92715e-01	3.55404e-01	9.63455e-01	8.03182e-01	5.89754e-01	4.33234e-01	1.06761e+02	-4.65649e+01	3.55404e-01	
7.53018e-01	5.17771e-01	4.34886e-01	8.25270e-01	9.02782e-01	9.06518e-01	7.61922e+01	-1.29384e+03	5.17771e-01	
3.47417e-01	7.44899e-02	1.24312e-01	3.80912e-01	5.11810e-01	6.32310e-01	6.29380e+01	-1.77144e+02	7.44899e-02	
6.50037e-01	5.85744e-01	1.38328e-01	8.06262e-01	9.96361e-01	9.78562e-01	6.40110e+01	-2.19808e+02	5.85744e-01	
9.15062e-01	7.95298e-01	7.02215e-01	1.23290e-01	6.85232e-01	5.22415e-01	9.88463e+01	-5.92153e+01	7.95298e-01	
5.27322e-01	8.02078e-01	4.18245e-01	6.88806e-01	8.95048e-01	9.36766e-01	7.36454e+01	-1.53361e+03	8.02078e-01	
4.65387e-02	5.97257e-01	2.34775e-02	1.87279e-01	1.01495e-01	1.46601e-02	5.83574e+01	-1.47308e+00	5.97257e-01	
4.55921e-01	9.43642e-01	4.07471e-01	5.92227e-01	7.97768e-01	7.87323e-01	7.33217e+01	-1.62578e+03	9.43642e-01	
9.46708e-01	8.23342e-02	5.55828e-01	3.94900e-01	5.53207e-01	1.13862e-01	9.07334e+01	-4.72284e+02	8.23342e-02	
5.21286e-01	9.02751e-01	3.31427e-01	6.65426e-01	9.05271e-01	9.66545e-01	7.02489e+01	-1.53998e+03	9.02751e-01	
8.21903e-01	4.93125e-01	8.43537e-01	2.20196e-01	1.66816e-01	5.43930e-01	1.16399e+02	-8.65359e+01	4.93125e-01	
5.45246e-01	8.61290e-01	3.34509e-01	6.66355e-01	9.30447e-01	9.56568e-01	6.95405e+01	-1.56954e+03	8.61290e-01	
8.71976e-01	2.68503e-01	4.75568e-01	4.20929e-01	4.55508e-01	7.44939e-01	8.58872e+01	-8.39503e+02	2.68503e-01	
